word_portuguese,translate_word_english,imagine_mean,imagine_sd,concrete_mean,concrete_sd,frequency_s_mean,frequency_s_sd,length,syllables,syllabic_structure,pos,wordform_per_million_frequency,wordform_per_million_frequency_log10,frequency_zipf,orthographic_neighborhood_size,orthographic_levenshtein_distance
haxixe,hashish,4.72,2.04,5.51,1.86,2.79,1.06,6,3,CV.CV.CV,N,11.163,1.085,4.048,0,2.75
helicóptero,helicopter,6.03,1.59,6.78,0.6,3.74,1.45,11,5,CV.CV.CVC.CV.CV,N,14.622,1.194,4.165,0,4.55
herança,heritage,3.76,2.05,4.19,1.75,3.32,1.2,7,3,CV.CVC.CV,N,21.373,1.35,4.33,0,2.5
herdeiro,heir,3.54,1.97,3.98,1.68,3.04,1.16,8,3,CVC.CVV.CV,N,10.264,1.052,4.011,2,1.85
hereditário,hereditary,3.26,2.01,4.26,1.81,3.97,1.47,11,5,CV.CV.CV.CV.CVV,ADJ,0.708,0.233,2.85,1,3.4
hérnia,hernia,3.49,2.09,4.93,1.76,2.78,0.99,6,2,CVC.CVV,N,0.62,0.21,2.793,0,2.5
herói,hero,5.13,1.84,3.78,1.77,3.93,1.44,5,2,CV.CVV,N,24.241,1.402,4.385,0,1.95
heróico,heroic,3.79,1.98,3.29,1.71,3.17,1.03,7,3,CV.CVV.CV,ADJ,2.599,0.556,3.415,1,2.35
heroína,heroin,4.89,1.95,4.76,1.86,3.02,0.99,7,4,CV.CV.V.CV,N,26.752,1.443,4.427,0,2.85
hesitante,hesitant,3.4,1.74,2.59,1.18,3.59,1.19,9,4,CV.CV.CVC.CV,ADJ,2.335,0.523,3.368,1,2.35
hidroavião,seaplane,4.4,2.21,5.81,1.48,1.62,0.69,10,5,CV.CCV.V.CV.VV,N,0.279,0.107,2.445,0,4.15
hiena,hyena,5.56,2.08,6.55,0.82,2.46,0.85,5,3,CV.V.CV,N,0.977,0.296,2.99,0,1.9
hierarquia,hierarchy,4.15,2.03,3.74,1.95,4.29,1.57,10,5,CV.V.CVC.CVV.V,N,17.529,1.268,4.244,0,2.65
higiene,hygiene,4.73,1.61,4.41,1.83,6.04,1.29,7,4,CV.CV.V.CV,N,13.767,1.169,4.139,0,2.9
higiénico,hygienic,4.11,1.96,3.93,2.02,5.51,1.18,9,5,CV.CV.V.CV.CV,ADJ,1.666,0.426,3.222,1,3.3
hino,anthem,4.35,2.11,4.66,1.94,3.22,1.24,4,2,CV.CV,N,10.274,1.052,4.012,8,1.5
hipocrisia,hypocrisy,2.9,1.67,2.46,1.54,3.65,1.14,10,5,CV.CV.CCV.CV.V,N,10.782,1.071,4.033,0,3.55
hipopótamo,hippopotamus,6.33,1.29,6.79,0.53,2.91,1.15,10,5,CV.CV.CV.CV.CV,N,0.445,0.16,2.648,0,4.15
hipótese,hypothesis,3.02,1.86,3.31,1.93,5.35,1.04,8,4,CV.CV.CV.CV,N,122.539,2.092,5.088,0,2.9
história,history,3.93,1.84,3.64,1.83,4.91,1.39,8,3,CVC.CV.CVV,N,323.943,2.512,5.511,2,1.85
histórico,historical,3.79,1.98,3.64,2.05,4.47,1.67,9,4,CVC.CV.CV.CV,"ADJ,N",64.457,1.816,4.809,2,2.2
homem,man,6.3,1.08,6.53,0.96,6.4,0.87,5,2,CV.CVC,N,319.355,2.506,5.504,5,1.75
homenagem,homage,4.19,1.94,3.97,1.86,3.45,1.19,9,4,CV.CV.CV.CVC,N,46.059,1.673,4.663,0,2.4
homicida,murderer,4.55,1.84,5.05,1.79,3.7,1.46,8,4,CV.CV.CV.CV,"ADJ,N",0.767,0.247,2.885,0,2.75
homicídio,homicide,4.94,1.93,4.5,1.76,4.12,1.66,9,4,CV.CV.CV.CVV,N,22.067,1.363,4.344,0,3.1
honesto,honest,3.33,1.82,3.17,1.83,5.14,1.39,7,3,CV.CVC.CV,ADJ,5.139,0.788,3.711,1,2.4
honra,honour,3.63,2.06,2.9,1.68,3.98,1.4,5,2,CVC.CV,"N,V",43.621,1.65,4.64,2,1.65
hóquei,hockey,5.93,1.28,5.95,1.28,2.81,1.02,6,2,CV.CVVV,N,14.265,1.184,4.154,1,2.25
hora,hour,4.45,1.96,4.66,2,6.85,0.45,4,2,CV.CV,N,215.996,2.337,5.334,8,1.15
horário,schedule,4.44,1.97,4.93,1.64,6.16,0.94,7,3,CV.CV.CVV,"ADJ,N",35.131,1.558,4.546,1,2.1
horizontal,across,4.44,1.88,4.71,1.91,4.3,1.46,10,4,CV.CV.CVC.CVC,"ADJ,N",4.939,0.774,3.694,0,3.6
horizonte,horizon,5.27,1.47,3.78,2.1,3.51,1.44,9,4,CV.CV.CVC.CV,N,25.36,1.421,4.404,0,3.5
horror,horror,4.31,1.67,3.22,1.71,4.54,1.5,6,2,CVC.CVC,N,12.976,1.145,4.113,0,2
horta,vegetable garden,6.05,1.32,6.13,0.99,3.5,1.26,5,2,CVC.CV,N,8.193,0.963,3.913,10,1.3
hortaliça,vegetables,5.24,2.05,6.36,1.02,4.65,1.48,9,4,CVC.CV.CV.CV,N,0.625,0.211,2.796,0,2.8
hortelã,mint,5.2,1.98,6.73,0.53,2.98,1.18,7,3,CVC.CV.CV,N,0.909,0.281,2.958,0,2.5
hospedeiro,host,5.16,1.75,5.03,1.81,2.89,1.27,10,4,CVC.CV.CVV.CV,"ADJ,N",1.168,0.336,3.067,1,2.7
hospital,hospital,6.48,0.97,6.48,0.87,4.83,1.69,8,3,CVC.CV.CVC,N,104.459,2.023,5.019,0,2.9
hostil,hostile,3.7,1.86,3.08,1.59,3.61,1.37,6,2,CVC.CVC,"ADJ,N",6.605,0.881,3.82,1,2.45
hostilidade,hostility,3.03,1.77,3.15,1.73,3.54,1.56,11,5,CVC.CV.CV.CV.CV,N,6.107,0.852,3.786,0,2.75
hotel,hotel,6.24,0.86,6.45,0.94,4.05,1.42,5,2,CV.CVC,N,49.601,1.704,4.696,1,1.95
humanidade,mankind,4.1,2.06,3.73,1.99,4.29,1.44,10,5,CV.CV.CV.CV.CV,N,27.075,1.448,4.433,0,2.65
humanitário,humanitarian,3.81,1.92,3.36,1.64,3.39,1.25,11,5,CV.CV.CV.CV.CVV,ADJ,5.745,0.829,3.759,1,3.3
humano,humane,5.81,1.48,5.89,1.38,5.22,1.55,6,3,CV.CV.CV,"ADJ,N",48.927,1.698,4.69,1,1.9
humidade,moisture,4.73,1.84,4.46,1.7,4.46,1.48,8,4,CV.CV.CV.CV,N,8.921,0.997,3.95,1,2.25
húmido,humid,4.32,1.88,4.17,1.74,4.82,1.32,6,3,CV.CV.CV,ADJ,3.088,0.612,3.49,3,1.8
humilde,humble,3.11,1.81,3.39,1.71,4.44,1.36,7,3,CV.CVC.CV,"ADJ,N,V",6.82,0.893,3.834,2,2.25
humor,humour,4.07,2.06,3.33,1.74,5.43,1.31,5,2,CV.CVC,N,31.789,1.516,4.502,2,1.85
humorístico,humorous,4.19,1.81,3.47,1.61,3.41,1.49,11,5,CV.CV.CVC.CV.CV,ADJ,1.124,0.327,3.051,1,2.9
iate,yatch,6.05,1.4,6.45,1.04,2.65,0.91,4,3,V.V.CV,N,8.095,0.959,3.908,7,1.55
idade,age,4.05,2.1,4.08,2.08,5.76,1.3,5,3,V.CV.CV,N,111.498,2.051,5.047,0,1.85
ideal,ideal,3.46,1.82,2.63,1.52,5.09,1.4,5,3,V.CV.VC,"ADJ,N",39.093,1.603,4.592,1,1.95
ideia,idea,3.53,2.09,2.9,1.83,6.05,0.89,5,3,V.CVV.V,"N,V",248.083,2.396,5.395,1,1.85
identidade,identity,3.92,1.88,3.29,2.02,4.53,1.44,10,5,V.CVC.CV.CV.CV,N,53.079,1.733,4.725,0,2.65
ideologia,ideology,3.17,1.97,2.25,1.41,3.35,1.51,9,6,V.CV.V.CV.CV.V,N,14.353,1.186,4.157,0,2.5
idiota,idiot,4.37,1.93,3.81,2.07,5.05,1.59,6,4,V.CV.V.CV,"ADJ,N",1.813,0.449,3.258,1,1.85
ídolo,idol,4.42,1.76,4.61,2.02,3.92,1.42,5,3,V.CV.CV,N,4.309,0.725,3.634,0,1.9
idoso,elderly,5.54,1.91,6.07,1.15,5.04,1.3,5,3,V.CV.CV,"ADJ,N",4.607,0.749,3.663,2,1.8
ignorância,ignorance,3.35,2,3.05,1.85,4.58,1.34,10,4,VC.CV.CVC.CVV,N,13.278,1.155,4.123,0,3.3
igreja,church,5.92,1.58,6.47,0.77,4.29,1.5,6,3,V.CCV.CV,N,110.961,2.049,5.045,0,2.25
igual,equal,3.13,1.79,3.88,2.12,6.19,1.07,5,2,V.CVVC,"ADJ,N",73.143,1.87,4.864,0,1.85
igualdade,equality,3.87,1.93,3.39,1.85,4.75,1.46,9,4,V.CVVC.CV.CV,N,37.06,1.581,4.569,0,2.8
iguana,iguana,5.21,2.05,6.09,1.55,2.27,0.84,6,3,V.CVV.CV,N,0.117,0.048,2.069,1,1.9
iguaria,delicacy,4.52,1.92,4.91,1.23,2.95,1.12,7,4,V.CVV.CV.V,N,0.474,0.169,2.676,0,2
ilegal,illegal,4.03,1.92,3.47,1.84,4.88,1.25,6,3,V.CV.CVC,ADJ,32.854,1.53,4.517,0,2.15
ilha,isle,5.92,1.5,6.02,1.47,3.89,1.12,4,2,V.CCV,"N,V",71.756,1.862,4.856,2,1.4
ilícito,illicit,3.14,1.92,2.91,1.69,3.5,1.68,7,4,V.CV.CV.CV,"ADJ,N",4.28,0.723,3.631,1,2.15
ilimitado,countless,2.95,1.88,2.84,1.83,4.25,1.37,9,5,V.CV.CV.CV.CV,"ADJ,V",2.081,0.489,3.318,1,2.1
ilusão,illusion,3.21,1.7,2.82,1.74,4.05,1.29,6,3,V.CV.CVV,N,14.07,1.178,4.148,2,1.9
ilustre,illustrious,3.13,1.58,2.91,1.79,3.36,1.52,7,3,V.CVC.CCV,"ADJ,V",6.796,0.892,3.832,2,1.8
imagem,image,5.35,1.76,4.98,1.74,5.94,1.05,6,3,V.CV.CVC,N,171.974,2.238,5.236,0,1.95
imaturo,immature,2.9,1.33,3.17,1.9,4.23,1.35,7,4,V.CV.CV.CV,ADJ,0.279,0.107,2.445,1,2.2
imbecil,imbecile,3.43,1.69,3.57,1.8,4.31,1.7,7,3,VC.CV.CVC,"ADJ,N",1.187,0.34,3.075,1,2.9
imediato,immediate,3.35,1.98,3.42,1.98,4.81,1.16,8,5,V.CV.CV.V.CV,"ADJ,N",24.827,1.412,4.395,1,2.35
imenso,immense,3.77,2.06,3.07,1.68,5.63,1.3,6,3,V.CVC.CV,"ADJ,ADV",25.448,1.422,4.406,2,1.85
imigrante,immigrant,4.63,1.7,5.2,1.76,3.88,1.27,9,4,V.CV.CCVC.CV,"ADJ,N",2.452,0.538,3.39,1,2.35
iminente,imminent,3.2,2.09,3.42,1.97,3.47,1.45,8,4,V.CV.CVC.CV,ADJ,10.196,1.049,4.008,2,2.4
imoral,immoral,3.18,1.82,2.43,1.58,3.23,1.19,6,3,V.CV.CVC,ADJ,2.663,0.564,3.425,1,1.85
imortal,immortal,3.66,2.1,3.02,2,3.34,1.54,7,3,V.CVC.CVC,"ADJ,N",3.943,0.694,3.596,0,2.3
imóvel,immobile,4.63,2.13,4.95,1.89,4,1.49,6,3,V.CV.CVC,"ADJ,N",24.852,1.413,4.395,0,2.75
impaciente,impatient,3.79,1.92,3.29,1.74,4.71,1.56,10,5,VC.CV.CV.VC.CV,"ADJ,V",2.291,0.517,3.36,2,2.25
impacto,impact,4.1,1.96,3.41,1.53,4.55,1.34,7,3,VC.CVC.CV,N,36.718,1.577,4.565,2,2.05
imparável,unstoppable,3.66,1.84,3.15,1.6,4.48,1.42,9,4,VC.CV.CV.CVC,ADJ,5.535,0.815,3.743,1,2.4
imparcial,detached,2.44,1.53,2.59,1.39,4.02,1.34,9,4,VC.CVC.CV.VC,ADJ,2.536,0.549,3.404,0,3
impensável,unthinkable,3.3,1.92,2.4,1.4,4.39,1.32,10,4,VC.CVC.CV.CVC,ADJ,7.352,0.922,3.866,0,2.8
imperador,emperor,5.33,1.51,5.4,1.57,2.58,1.07,9,4,VC.CV.CV.CVC,N,10.162,1.048,4.007,0,2.6
imperativo,imperative,2.44,1.46,2.66,1.38,3.2,1.53,10,5,VC.CV.CV.CV.CV,"ADJ,N",2.115,0.494,3.325,1,2.5
imperdoável,unforgivable,2.77,1.42,3.12,1.74,3.33,1.26,11,5,VC.CVC.CV.V.CVC,ADJ,2.413,0.533,3.383,0,3.2
império,empire,4.82,1.85,3.74,2,2.91,0.91,7,3,VC.CV.CVV,N,37.945,1.59,4.579,0,2.4
importação,import,3.16,1.66,3.76,1.81,4.21,1.56,10,4,VC.CVC.CV.CVV,N,17.69,1.272,4.248,1,2.45
importância,importance,3.28,1.81,3.14,1.65,5.51,1.17,11,4,VC.CVC.CVC.CVV,N,130.751,2.12,5.116,0,3.15
importante,important,3.26,1.81,3.39,1.94,6.2,0.97,10,4,VC.CVC.CVC.CV,"ADJ,N",251.39,2.402,5.4,1,2.4
impossível,impossible,3,2.05,2.97,2.03,5.57,1.22,10,4,VC.CVC.CV.CVC,"ADJ,N",65.146,1.821,4.814,1,3.15
imposto,tax,3.73,1.93,4.2,1.89,5,1.64,7,3,VC.CVC.CV,"N,V",41.565,1.629,4.619,3,1.75
impostor,impostor,3.24,1.78,3.27,1.74,3.33,1.17,8,3,VC.CVC.CVC,N,0.347,0.129,2.54,1,2.15
impotente,impotent,3.52,1.94,3.28,1.82,3.45,1.51,9,4,VC.CV.CVC.CV,"ADJ,N",4.172,0.714,3.62,1,2.6
impraticável,impracticable,2.73,1.87,3.15,1.89,2.96,1.03,12,5,VC.CCV.CV.CV.CVC,ADJ,2.184,0.503,3.339,0,3.65
imprensa,press,4.43,1.92,4.57,1.81,4.67,1.47,8,3,VC.CCVC.CV,"N,V",215.502,2.336,5.334,2,2.15
impressão,print,4.37,1.82,3.66,1.97,5.12,1.36,9,3,VC.CCVC.CVV,N,27.954,1.462,4.446,0,2.1
imprevisto,unforeseen,3.11,1.78,2.88,1.47,5.05,1.47,10,4,VC.CCV.CVC.CV,"ADJ,N",2.716,0.57,3.434,2,2.45
imprudente,rash,3.19,1.74,3.14,1.67,3.39,1.16,10,4,VC.CCV.CVC.CV,"ADJ,N",0.894,0.277,2.951,0,2.8
impulso,impulse,3.7,1.86,3.4,1.65,4.13,1.36,7,3,VC.CVC.CV,N,14.001,1.176,4.146,0,2.2
imundice,filth,4.39,1.93,4.32,1.74,2.88,1.2,8,4,V.CVC.CV.CV,N,0.044,0.019,1.644,0,2.75
imundo,filthy,4.43,1.55,3.88,1.66,3.17,1.24,6,3,V.CVC.CV,ADJ,0.606,0.206,2.782,2,1.8
imunidade,imunity,3.32,1.9,2.88,1.72,3.67,1.21,9,5,V.CV.CV.CV.CV,N,6.077,0.85,3.784,0,2.4
inato,innate,2.62,1.75,2.78,1.73,3.53,1.72,5,3,V.CV.CV,ADJ,0.484,0.171,2.685,2,1.75
inauguração,inauguration,4.03,1.71,3.75,1.86,3.34,1.12,11,5,V.CVV.CV.CV.CVV,N,41.848,1.632,4.622,1,2.75
incapaz,unable,3.17,1.93,3.02,1.82,4.07,1.36,7,3,VC.CV.CVC,ADJ,18.012,1.279,4.256,0,2.85
incêndio,fire,6.14,1.22,5.59,1.5,3.95,1.27,8,3,VC.CVC.CVV,N,52.205,1.726,4.718,1,2.6
incentivo,incentive,3.35,1.69,3.2,1.88,4.43,1.29,9,4,VC.CVC.CV.CV,"N,V",9.424,1.018,3.974,3,1.9
incerteza,uncertainty,3.39,1.91,2.88,1.94,4.71,1.44,9,4,VC.CVC.CV.CV,N,11.847,1.109,4.074,0,2.75
incessante,incessant,2.47,1.48,2.96,1.7,2.82,1.39,10,4,VC.CVC.CVC.CV,ADJ,2.829,0.583,3.452,0,2.8
inchaço,swelling,5.38,1.45,4.75,1.73,3.6,1.45,7,3,VC.CCV.CV,N,0.425,0.154,2.628,1,1.9
incidência,incidence,2.46,1.43,2.76,1.37,4,1.32,10,4,VC.CV.CVC.CVV,N,16.249,1.237,4.211,0,2.75
inclinação,slope,3.92,1.75,4.03,1.65,3.96,1.58,10,4,VC.CCV.CV.CVV,N,4.988,0.777,3.698,1,2.6
inclinado,inclined,4.33,1.9,4.31,1.7,4.05,1.42,9,4,VC.CCV.CV.CV,"ADJ,V",2.814,0.581,3.449,1,1.85
incoerente,incoherent,2.89,1.64,3.02,1.95,3.39,1.11,10,5,VC.CV.V.CVC.CV,ADJ,1.353,0.372,3.131,0,2.7
incómodo,nuisance,3.26,1.8,3.02,1.7,4.18,1.27,8,4,VC.CV.CV.CV,"ADJ,N",8.73,0.988,3.941,2,2.45
incompetente,imcompetent,3.05,1.67,2.72,1,4.43,1.4,12,5,VC.CVC.CV.CVC.CV,"ADJ,N",2.614,0.558,3.417,0,3.55
incompleto,incomplete,3.1,1.67,3.02,1.73,5.49,1.12,10,4,VC.CVC.CCV.CV,ADJ,2.472,0.541,3.393,1,3.15
inconsciente,unaware,3.52,1.9,2.67,1.76,4.32,1.3,12,5,VC.CVCC.CV.VC.CV,"ADJ,N",5.775,0.831,3.762,0,3.25
inconstante,changeable,3.18,1.72,2.97,1.69,4.28,1.4,11,4,VC.CVCC.CVC.CV,ADJ,0.923,0.284,2.965,0,3.15
incorrecto,incorrect,3.4,1.95,3.24,1.87,5.27,1.31,10,4,VC.CVC.CVC.CV,ADJ,2.76,0.575,3.441,1,2.45
incrível,incredible,3.73,1.96,3.23,2.05,5.21,1.37,8,3,VC.CCV.CVC,"ADJ,N",11.124,1.084,4.046,0,2.65
indefeso,helpless,3.63,1.83,2.71,1.18,3.37,1.01,8,4,VC.CV.CV.CV,ADJ,0.782,0.251,2.893,1,2.35
indemnização,indemnity,3.61,1.78,3.93,1.92,3.74,1.51,12,5,VC.CVC.CV.CV.CVV,N,26.635,1.442,4.426,1,2.65
independente,independent,3.59,1.99,3.12,1.8,4.98,1.37,12,5,VC.CV.CVC.CVC.CV,"ADJ,N",60.363,1.788,4.781,0,3.25
indicação,indication,3.57,1.74,3.51,1.91,4.37,1.47,9,4,VC.CV.CV.CVV,N,18.613,1.293,4.27,1,1.85
indicador,indicative,4.12,1.95,4.78,1.63,4.22,1.43,9,4,VC.CV.CV.CVC,"ADJ,N",17.9,1.277,4.253,1,1.8
índice,index,3.95,2.04,4.39,1.93,4.6,1.57,6,3,VC.CV.CV,N,123.306,2.095,5.091,1,2.15
indício,sign,2.73,1.88,2.61,1.46,3.35,1.33,7,3,VC.CV.CVV,N,4.924,0.773,3.692,1,2.25
indiferença,indifference,3.02,1.8,2.5,1.08,4.53,1.62,11,5,VC.CV.CV.CVC.CV,N,13.855,1.172,4.142,0,3.45
indiferente,indifferent,2.46,1.44,3.12,1.61,5.24,1.3,11,5,VC.CV.CV.CVC.CV,ADJ,14.817,1.199,4.171,0,3.2
índio,Indian,5.55,1.61,6.04,1.09,2.68,0.92,5,2,VC.CVV,"ADJ,N",2.917,0.593,3.465,2,1.75
indiscreto,indiscreet,3.39,1.68,2.85,1.51,3.4,0.91,10,4,VC.CVC.CCV.CV,"ADJ,N",0.464,0.166,2.667,1,3.1
indivíduo,individual,5.77,1.25,5.67,1.39,5.36,1.37,9,4,VC.CV.CV.CVV,N,44.3,1.656,4.646,2,3.05
indolente,listless,2.34,1.41,2.72,1.39,1.93,0.94,9,4,VC.CV.CVC.CV,ADJ,0.366,0.136,2.564,1,2.4
indústria,industry,4.63,1.9,5.25,1.46,4.21,1.41,9,3,VC.CVC.CCVV,N,110.243,2.046,5.042,1,2.6
industrial,industrial,4.66,1.74,4.22,1.61,3.95,1.13,10,4,VC.CVC.CCV.VC,"ADJ,N",71.546,1.861,4.855,2,2.25
infalível,unfailing,2.84,1.83,2.51,1.27,4.2,1.17,9,4,VC.CV.CV.CVC,ADJ,1.773,0.443,3.249,1,2.8
infância,childhood,5.11,1.78,3.52,1.92,4.89,1.55,8,3,VC.CVC.CVV,N,34.07,1.545,4.532,0,2.7
infantário,nursery,5.97,1.16,6.07,1.01,3.9,1.49,10,4,VC.CVC.CV.CVV,N,2.775,0.577,3.443,0,3.1
infante,infant,3.66,1.82,4.16,1.87,2.38,1.07,7,3,VC.CVC.CV,N,6.317,0.864,3.801,1,1.9
infecção,infection,4.18,1.8,4.66,1.64,3.75,1.35,8,3,VC.CVC.CVV,N,11.021,1.08,4.042,1,2.25
infeliz,unhappy,4.16,1.9,3.15,1.74,4.65,1.48,7,3,VC.CV.CVC,"ADJ,N",11.979,1.113,4.078,0,2.7
inferior,inferior,3.24,1.6,3.44,1.79,4.88,1.56,8,4,VC.CV.CV.VC,"ADJ,N",48.448,1.694,4.685,1,1.9
inferno,hell,5,1.96,3.45,2.16,3.98,1.38,7,3,VC.CVC.CV,"N,V",13.674,1.167,4.136,2,1.8
infiel,unfaithful,3.33,1.91,3.12,1.96,3.76,1.44,6,3,VC.CV.VC,"ADJ,N",1.124,0.327,3.051,0,2.6
inflamado,inflamed,4.11,1.66,4.1,1.84,3.52,1.24,9,4,VC.CCV.CV.CV,"ADJ,V",1.319,0.365,3.12,1,1.75
influência,influence,3.46,1.7,2.65,1.42,4.78,1.21,10,4,VC.CCV.VC.CVV,N,67.643,1.837,4.83,1,2.35
informação,information,3.59,1.9,3.76,1.86,6.19,0.81,10,4,VC.CVC.CV.CVV,N,214.34,2.333,5.331,2,2.35
ingénuo,naive,3.58,1.64,2.81,1.56,4.55,1.2,7,3,VC.CV.CVV,"ADJ,N",3.933,0.693,3.595,1,2.65
íngreme,steep,4.26,2.15,3.69,1.97,2.64,1.16,7,3,VC.CCV.CV,ADJ,1.114,0.325,3.047,1,2.75
início,start,3.21,2.06,3.36,2.03,5.88,0.97,6,3,V.CV.CVV,N,318.354,2.504,5.503,1,1.85
inimigo,enemy,3.77,1.9,4,1.88,3.97,1.31,7,4,V.CV.CV.CV,"ADJ,N",24.485,1.406,4.389,1,2.5
injusto,unfair,3.17,1.66,2.68,1.5,4.86,1.43,7,3,VC.CVC.CV,"ADJ,N",8.266,0.967,3.917,1,1.9
inocência,innocence,3.75,1.91,3.27,1.87,4.28,1.33,9,4,V.CV.CVC.CVV,N,12.551,1.132,4.099,0,2.65
inocente,innocent,3.53,1.79,3.28,1.76,4.47,1.37,8,4,V.CV.CVC.CV,"ADJ,N,V",13.449,1.16,4.129,2,1.95
inovação,innovation,3.38,1.95,3.02,1.83,4.16,1.41,8,4,V.CV.CV.CVV,N,17.289,1.262,4.238,0,2.05
inquérito,questionnaire,4.72,1.78,5.34,1.46,4.49,1.43,9,4,VC.CVV.CV.CV,N,90.706,1.962,4.958,0,2.8
inquieto,restless,3.42,1.72,3.68,1.91,4.12,1.42,8,4,VC.CVV.V.CV,"ADJ,V",3.034,0.606,3.482,2,2.1
insecto,insect,5.92,1.28,6.47,0.76,4.51,1.55,7,3,VC.CVC.CV,N,1.598,0.415,3.203,3,1.8
inseguro,insecure,3.46,1.8,2.91,1.77,4.4,1.44,8,4,VC.CV.CV.CV,ADJ,1.949,0.47,3.29,1,2.5
insípido,bland,2.93,1.7,3.29,1.75,2.39,1.3,8,4,VC.CV.CV.CV,ADJ,0.489,0.173,2.689,1,2.65
insolente,insolent,2.98,1.67,3.09,1.91,2.95,1.08,9,4,VC.CV.CVC.CV,"ADJ,N",0.948,0.29,2.977,1,2.45
inspecção,inspection,4.22,1.64,4.14,1.78,3.37,1.31,9,3,VCC.CVC.CVV,N,18.423,1.288,4.265,0,2.8
inspiração,inspiration,4,1.9,2.63,1.75,4.83,1.53,10,4,VCC.CV.CV.CVV,N,20.348,1.329,4.309,1,2.5
inspirado,inspired,3.57,1.87,3.05,1.69,4.78,1.3,9,4,VCC.CV.CV.CV,"ADJ,V",9.316,1.014,3.969,1,1.8
instalação,installation,3.78,1.8,4.53,1.72,4.56,1.3,10,4,VCC.CV.CV.CVV,N,80.784,1.913,4.907,2,2.3
instantâneo,instantaneous,3.38,2,3.54,1.9,4.25,1.17,11,4,VCC.CVC.CV.CVV,"ADJ,N",1.427,0.385,3.154,1,3.6
instável,unstable,3,1.75,2.75,1.47,4.53,1.47,8,3,VCC.CV.CVC,ADJ,5.711,0.827,3.757,0,2.35
instituição,institution,4.65,1.98,4.68,1.89,4.95,1.52,11,5,VCC.CV.CV.V.CVV,N,109.769,2.044,5.041,1,2.65
instituto,institute,4.4,1.91,5.09,1.98,4.88,1.6,9,4,VCC.CV.CV.CV,N,43.074,1.644,4.634,0,2.25
instrução,instruction,3.27,1.94,3.49,1.71,4.21,1.42,9,3,VCC.CCV.CVV,N,20.279,1.328,4.307,0,2.6
insucesso,unsucess,3.33,1.8,2.71,1.45,4.19,1.53,9,4,VC.CV.CVC.CV,N,9.688,1.029,3.986,0,3.2
insuficiente,insufficient,2.9,1.53,3.03,1.7,4.45,1.23,12,6,VC.CV.CV.CV.VC.CV,ADJ,17.319,1.263,4.239,0,3.45
insulto,insult,3.95,1.88,3.47,1.7,4.09,1.38,7,3,VC.CVC.CV,"N,V",4.314,0.725,3.635,5,1.6
intelecto,intellect,2.97,1.85,2.81,1.71,3.37,1.6,9,4,VC.CV.CVC.CV,N,0.635,0.214,2.803,0,2.85
intelectual,intelectual,3.71,1.88,3,1.78,4.1,1.31,11,5,VC.CV.CVC.CV.VC,"ADJ,N",22.82,1.377,4.358,0,3.55
inteligência,intelligence,4,2.19,2.91,1.95,5.6,1.18,12,5,VC.CV.CV.CVC.CVV,N,21.276,1.348,4.328,0,3.4
intenção,intention,3.06,2.04,2.73,1.77,5.38,1.14,8,3,VC.CVC.CVV,N,93.076,1.974,4.969,2,1.85
intensidade,intensity,3.13,1.93,3.19,1.82,4.77,1.51,11,5,VC.CVC.CV.CV.CV,N,20.87,1.34,4.32,0,2.75
intensivo,intensive,3.24,1.71,2.98,1.83,4.48,1.31,9,4,VC.CVC.CV.CV,ADJ,2.506,0.545,3.399,1,2.3
intenso,intense,3.38,1.73,3.22,1.88,5.03,1.3,7,3,VC.CVC.CV,ADJ,17.68,1.271,4.248,6,1.6
interesse,interest,2.98,1.93,3.34,1.96,5.74,1.12,9,4,VC.CV.CVC.CV,"N,V",149.33,2.177,5.174,2,1.85
interesseiro,self-interested,3.52,1.88,3.26,1.66,4.38,1.44,12,5,VC.CV.CVC.CVV.CV,"ADJ,N",0.327,0.123,2.515,1,2.8
interior,interior,3.69,1.96,3.77,1.68,5.51,1.23,8,4,VC.CV.CV.VC,"ADJ,N",141.025,2.152,5.149,3,1.85
interlocutor,interlocutor,4.05,1.77,5.23,1.46,2.96,1.25,12,5,VC.CVC.CV.CV.CVC,N,9.497,1.021,3.978,0,3.55
intermédio,intermediate,3.33,1.68,3.09,1.44,4.05,1.15,10,4,VC.CVC.CV.CVV,"ADJ,N",13.039,1.147,4.115,1,2.65
interminável,endless,3.27,1.68,3.12,1.78,4.07,1.56,12,5,VC.CVC.CV.CV.CVC,ADJ,4.646,0.752,3.667,0,3.1
interno,internal,3.07,1.3,3.24,1.68,4.46,1.58,7,3,VC.CVC.CV,"ADJ,N,V",42.146,1.635,4.625,4,1.65
intérprete,interpreter,4,1.92,4,1.83,3.72,1.41,10,4,VC.CVC.CCV.CV,"ADJ,N",13.664,1.166,4.136,1,2.8
intervalo,break,3.61,1.91,3.71,1.82,6.34,0.98,9,4,VC.CVC.CV.CV,"N,V",41.569,1.629,4.619,3,2.05
intervenção,intervention,3.52,1.79,3.44,1.67,4.45,1.5,11,4,VC.CVC.CVC.CVV,N,205.014,2.314,5.312,0,2.8
intestino,bowel,5.07,2.03,6.34,1.03,4.02,1.46,9,4,VC.CVC.CV.CV,"ADJ,N",1.842,0.454,3.265,1,2.5
íntimo,intimate,4.56,2.05,3.27,1.82,4.7,1.32,6,3,VC.CV.CV,"ADJ,N",7.934,0.951,3.9,3,1.8
