word_spanish,translate_word_english,pos,valence_mean,valence_sd,valence_n,arousal_mean,arousal_sd,arousal_n,concrete_mean,concrete_sd,concrete_n,imagine_mean,imagine_sd,imagine_n,availability_mean,availability_sd,availability_n,familiar_mean,familiar_sd,familiar_n
tenedor,fork,N,4.9,0.79,20,4.05,1.59,22,6.9,0.3,21,6.91,0.29,22,6.32,1.25,22,6.65,0.93,20
tensión,voltage,N,3.13,1.51,24,7.29,1.65,21,2.45,1.43,20,2,1.41,22,4.3,1.95,20,6.45,0.94,20
tenso,tense,V A,3.55,1.05,20,5.95,1.96,21,4.87,1.77,23,4.43,1.97,23,4.68,1.86,22,6,1.17,20
tentación,temptation,N,6,1.75,22,7.75,1.12,20,2.95,1.79,20,3.19,1.6,21,5.88,1.19,24,6.35,1.23,20
tenue,dim,A,4.32,1.36,22,3.2,2.24,20,4.1,1.41,20,2.57,1.6,21,3.27,1.75,22,4.19,1.86,21
teoría,theory,N,5.14,1.08,22,4.5,2.02,22,3.55,1.88,20,2.48,1.4,21,4.59,2.2,22,6.35,1.23,20
ternura,tenderness,N,8.35,0.93,20,4.36,3.35,22,3.2,1.79,20,3.32,1.73,22,5.78,1.54,23,6.4,1.27,20
terremoto,earthquake,N,1.75,0.79,20,7.33,1.39,21,5.41,1.05,22,4.85,2.28,20,5.48,1.65,23,4.8,1.79,20
terrorismo,terrorism,N,1.14,0.35,22,7.9,1.77,20,3.8,1.77,20,3.85,2.32,20,5.26,1.89,23,5.15,2.01,20
testamento,will,N,3.2,1.47,20,5.55,2.42,22,6,1.2,22,4.45,1.87,22,4.74,2.36,23,4.81,1.5,21
tiburón,shark,N,4,1.98,22,6.8,2.14,20,6.85,0.37,20,6.75,0.64,20,5.65,1.87,20,6.09,1.62,23
tieso,stiff,A,4.55,0.83,20,5.15,1.31,20,4.48,1.86,23,4.7,2.2,23,3.55,1.99,22,4.48,1.47,21
tijeras,scissors,N,4.9,1.29,20,5.29,1.85,21,6.76,0.54,21,6.91,0.29,22,6.23,1.23,22,6.62,0.86,21
tímido,shy,A,3.62,1.2,21,3.68,1.76,22,4.6,1.76,20,3.1,1.89,21,5.59,1.71,22,6.33,1.2,21
tinta,ink,V N A,4.76,1.14,21,4.27,1.64,22,5.55,1.57,22,6.39,0.58,23,5.9,1.97,20,5.85,1.14,20
tío,uncle,N,6.57,1.43,28,4.39,2.37,23,4.41,2.11,22,5.19,2.11,21,5.05,2.13,21,6.9,0.3,21
titular,holder,A N V,5.6,0.94,20,3.95,1.5,20,3.77,1.72,22,4,2.2,22,5.25,2.22,20,5.67,1.28,21
tobillo,ankle,N,4.85,0.37,20,3.7,1.69,20,6.9,0.31,20,6.86,0.36,21,5.86,1.46,22,6.1,1.07,20
tobogán,slide,N,6.68,1.17,22,5.95,1.99,22,6.65,0.59,20,6.8,0.52,20,6.05,1.47,20,5.35,1.69,20
tolerancia,tolerance,N,7.52,1.47,23,4.14,2.17,22,1.95,0.9,22,1.77,1.15,22,4.09,1.9,22,5.61,1.75,23
tomate,tomato,N,5.14,1.46,22,4.5,1.82,20,6.76,0.7,21,7,0,21,6,1.59,24,6.57,0.81,21
tonada,tune,N,4.86,0.79,21,4,1.9,22,4.45,1.82,20,1.81,0.93,21,1.32,0.72,22,1.65,0.88,23
tormenta,storm,N,4.4,2.21,20,5.95,2.01,22,5.48,1.33,21,6.3,1.17,20,6.48,0.79,23,6.48,0.9,23
tormento,torment,N,2.65,1.31,20,6.35,1.42,20,2.95,1.73,22,1.95,1.29,22,3.18,1.99,22,4.59,1.68,22
tornado,tornado,N V,2.73,1.39,22,7.33,1.32,21,6.39,1.16,23,6.22,1.17,23,5,2.05,22,4.52,2.2,21
toro,bull,N,4.29,1.68,21,6.75,1.41,20,6.6,0.68,20,6.76,0.54,21,6.36,0.73,22,5.64,1.53,22
torturador,torturer,A,1.33,0.66,21,7.95,1,20,6.09,1.06,22,4.3,2.13,20,3.83,2.29,23,4,2.26,21
tóxico,toxic,A N,2.62,1.32,21,6.95,1.32,20,4.3,1.75,20,3.8,1.91,20,5,1.38,20,5.32,1.55,22
tractor,tractor,N,4.86,1.01,28,4.09,1.98,23,6.77,0.43,22,7,0,21,4.48,2.23,21,6.13,1.39,23
traficante,dealer,A N,2,1.15,22,6,1.3,20,5.62,1.2,21,3.6,1.98,20,5.57,1.47,23,5.05,2.19,20
tragedia,tragedy,N,1.59,1.44,22,6.64,2.34,22,2.25,1.59,20,4.67,1.88,21,4.59,1.74,22,5.9,1.74,20
traición,betrayal,N,1.41,0.73,22,7.65,1.93,20,3.8,1.51,20,2.4,1.82,20,4.17,1.99,23,5.38,1.16,21
traidor,traitor,N,2.35,1.23,20,7.68,0.99,22,4.55,1.97,22,3.3,1.87,20,4.41,1.92,22,5.15,1.98,20
trámite,process,N,4.27,0.88,22,5.35,2.32,20,3.15,1.84,20,2.91,1.31,23,4.59,2.26,22,6.25,1.02,20
trampa,trap,N,2.58,1.24,26,5.7,2.23,20,4.33,2.11,21,3.65,2.06,20,3.27,1.8,22,5.65,1.42,20
tramposo,cheater,A N,2.6,1.1,20,6.15,1.46,20,4.43,1.36,21,3.35,2.21,20,3.91,1.63,22,5.81,1.81,21
trance,trance,N V,4.55,1.5,20,4.27,2,22,2.43,1.63,21,2.6,1.43,20,2.14,1.58,22,2.9,1.83,20
tránsito,transit,N,3.76,1.48,21,6.77,2.18,22,3.6,1.82,20,3.35,1.64,23,5.09,2,22,6.15,1.18,20
tranvía,tram,N,4.67,1.06,21,5.05,1.43,22,6.36,0.9,22,6.52,0.95,23,5.73,1.52,22,4.52,2.14,21
trapecista,aerialist,N,5.73,1,26,5.95,1.57,20,6.38,0.86,21,4.8,1.79,20,4.73,2.03,22,4.5,2.3,22
trascendencia,transcendence,N,5.45,1.18,22,4.9,1.55,20,2.86,1.78,22,1.32,1.09,22,1.73,1.16,22,4.95,1.57,20
trato,treatment,V N,5.32,1.17,22,4.9,1.77,20,2.55,1.43,20,2.5,1.82,22,4.5,1.96,24,6.45,0.76,20
travesura,mischief,N,5.59,1.56,22,6.23,1.57,22,4.3,1.64,23,4.17,1.92,23,5.45,1.71,22,5.26,1.76,23
trecho,stretch,N,4.91,0.68,22,4.27,1.86,22,3.05,1.5,22,3,1.73,23,2.23,2.11,22,4.05,1.73,20
tregua,truce,N,4.95,1.7,22,3.9,2.27,20,3.6,1.57,20,1.55,0.83,20,2.91,1.95,23,4.45,1.64,20
triángulo,triangle,A N,5.32,1.04,22,4.6,2.06,20,5.6,1.23,20,6.62,0.67,21,3.95,2.28,22,6.09,1.35,23
tripa,gut,N,3.75,1.33,20,4.5,1.85,22,5.41,1.62,22,5.82,1.44,22,5.4,2.37,20,5.09,1.31,22
tristeza,sadness,N,1.43,0.84,23,6.3,2.54,20,2.3,1.56,20,4.35,2.13,20,5.18,1.53,22,6.3,1.17,20
triunfador,winner,N,7.91,1.41,22,5.23,1.66,22,3.95,1.36,20,3.45,1.64,20,5.15,1.66,20,5.73,1.12,22
triunfante,triumphant,A,7.41,1.14,22,6.55,1.85,20,4.39,1.64,23,4.83,1.83,23,4.5,2.04,22,4.74,2.09,23
triunfo,triumph,V N,8.5,0.91,22,6.95,2.58,20,4.6,1.7,20,3.65,2.13,20,5.13,1.94,23,5.73,1.35,22
trofeo,trophy,N,6.9,1.21,20,4.57,2.36,21,5.5,0.89,20,6.35,0.75,20,4.73,2.14,22,6.09,1.24,23
trozo,stub,V N,4.5,0.96,22,3.6,1.76,20,2.85,1.6,20,5.04,1.77,23,4.67,2.28,24,5.45,1.5,20
tuberculosis,tuberculosis,N,1.59,0.96,22,6.6,1.9,20,5.95,1.65,22,2.5,1.74,22,3.21,2.04,24,3.18,1.74,22
túnel,tunnel,N,4.57,0.84,23,5.5,2.48,20,5.95,1.2,21,6.52,0.68,21,6,1.45,22,5.45,1.54,20
turno,turn,V N,4.82,1.14,22,4.45,1.9,22,3.5,1.73,20,2.57,1.47,21,4.18,2.38,22,6.35,1.39,20
uniforme,uniform,V A N,4.71,1.56,28,4.43,1.88,23,3.77,1.95,22,6.19,1.25,21,5.67,1.49,21,5.43,1.89,21
utensilio,utensil,N,5.19,0.68,21,3.5,1.74,22,2.6,1.9,20,4.14,1.93,21,4.27,2.03,22,4.78,1.73,23
útero,uterus,N,5.27,1.45,22,5.2,1.85,20,6.7,0.47,20,4.95,1.63,21,4.64,2.11,22,5.67,1.39,21
utopía,utopia,N,5.96,1.52,24,5,1.7,21,2.6,1.79,20,2.14,1.49,21,1.85,1.5,20,4.8,1.99,20
vagón,wagon,N,5.14,1.21,22,4.05,2.19,20,6.35,0.81,20,6.68,0.65,22,5.23,2.11,22,6.29,1.49,21
vale,worth,I N V,5.24,0.94,21,3.95,1.7,20,3.55,2.11,22,4.52,2.11,21,4.15,2.21,20,6.82,0.39,22
valiente,brave,A N,7.68,0.99,22,5.4,2.35,20,4.4,1.7,20,3.6,1.27,20,4,1.59,20,5.75,1.33,20
valle,valley,V N,6,1.3,21,2.35,1.76,20,5.4,1.31,20,6,1.2,22,4.75,2.02,20,4.82,1.62,22
vándalo,vandal,A N,3.05,1.13,22,6.5,1.34,22,4.7,1.26,20,4.6,1.64,20,4.35,1.9,20,3.55,1.99,20
vegetación,vegetation,N,7.17,1.27,23,3.5,2.54,22,3.77,1.66,22,6.48,0.75,21,5.68,1.73,22,5.86,1.36,22
vela,candle,N V,4.81,1.44,21,2.68,1.81,22,5.5,1.32,20,7,0,22,5.8,1.88,20,5.2,2.07,20
velo,veil,N,4.59,1.53,22,4.35,2.01,20,4.24,1.73,21,6,1.48,22,4.68,1.94,22,4.48,1.83,21
vencedora,winner,A N,7.58,1.17,26,6.35,2.21,20,4.29,2.03,21,4.35,2.13,20,3.86,2.03,22,5.5,1.6,22
venda,band,N V,4.45,1.22,22,4,2,21,5.8,1.79,20,4.67,2.29,21,5,1.83,22,6.14,0.99,22
vendedor,seller,N,5,1.17,26,4.25,1.65,20,5.1,1.61,21,4.85,1.73,20,5.32,1.7,22,6.41,0.85,22
veneración,veneration,N,4.68,1.55,22,4.5,1.99,20,3.3,1.75,20,1.86,1.28,22,2.95,2.15,22,3.05,2.01,20
venganza,revenge,N,2.17,1.53,23,7.1,2.17,20,3.59,1.5,22,2.62,1.75,21,4.09,2.35,22,5.75,1.68,20
ventaja,advantage,N,6.36,1.5,22,4.15,2.18,20,2.9,1.68,20,2,1.27,22,3.42,1.89,24,5.45,1.96,20
ventanilla,window,N,5.22,1.13,23,3.36,1.89,22,6.23,1.15,22,6.77,0.53,22,6.05,1.56,22,6.05,1.02,21
verbena,verbena,N,7.71,1.23,24,6.24,2.43,21,4.77,1.88,22,5.91,1.41,23,5.75,1.62,20,5.36,1.84,22
verdadero,TRUE,A,7.64,1.14,22,4.25,3.02,20,4.1,2.34,20,2.15,1.73,20,4.22,2.11,23,6,1.71,23
verdugo,executioner,N,3.57,1.69,21,5.75,2.43,20,5.43,1.21,21,3.1,2.2,20,2.48,1.86,23,3.57,1.6,21
vergüenza,shame,N,3.32,1.64,22,6.4,2.16,20,3.71,2.31,21,2.82,1.5,22,6.09,1.41,22,6.67,0.73,21
verruga,wart,N,1.95,1.28,20,5.75,1.62,20,7,0,20,6.4,1.19,20,5.74,1.68,23,4.55,2.21,20
versión,version,N,5,0.31,22,4.2,1.44,20,2.35,1.57,20,1.41,1.14,22,3.14,2.03,22,5.2,1.91,20
verso,verse,V N,6.05,1.2,21,4.25,1.94,20,4.27,1.61,22,4.95,1.36,22,5,1.95,20,5.38,1.86,21
vértigo,vertigo,N,3.32,2.1,22,6.95,2.11,20,4.1,2.27,20,2.95,2.24,20,5.09,2.11,23,4.9,2.05,20
vestíbulo,lobby,N,4.9,0.44,21,4.09,1.85,22,4.95,1.73,22,5.95,1.36,21,4.73,2.07,22,5,2.09,22
veterinaria,veterinarian,A N,6.18,1.28,28,4.61,2.02,23,5.91,1.48,22,5.9,1.14,21,5.86,1.39,21,4.8,2.02,20
viajes,travel,V N,7.76,1.3,21,6.32,2.5,22,3.7,2.01,23,5.78,1.68,23,6.36,1.43,22,6.41,0.8,22
vicio,vice,V N,4.09,2.04,22,5.75,2.47,20,2.95,1.86,21,2.41,1.65,22,5.32,1.7,22,5.77,1.41,22
victoria,victory,N,8.09,0.87,22,5.43,2.31,21,3.95,1.88,20,3.95,1.86,22,5.41,1.65,22,5.95,1.5,20
vidrio,glass,V N,5.1,0.54,21,4.55,2.06,20,5.14,1.74,21,6.41,0.85,22,4.91,2.22,22,5.24,1.81,21
vigía,lookout,N V,4.85,0.88,20,4.95,1.93,20,4.19,1.63,21,3.04,2.08,23,2.41,2.09,22,2.71,1.62,21
violación,violation,N,1,0,22,7.9,2.4,20,4.1,1.92,20,4,2.32,20,4.39,2.21,23,5.64,1.73,22
violador,rapist,N,1.33,0.91,21,7.91,1.87,22,5.32,1.62,22,3.1,2.1,20,4.39,2.15,23,5.14,1.49,22
violencia,violence,N,1.55,1.43,20,7.82,1.53,22,2.2,1.4,20,4.7,1.74,23,6,1.6,23,6.05,1.73,20
violento,violent,V A,2.14,0.71,22,7.29,1.49,21,5.13,1.6,23,4.74,2.05,23,5.27,1.75,22,6.05,1,22
vistazo,look,N,4.82,0.73,22,4.55,1.61,20,3.55,1.9,22,2.27,1.52,22,4.17,2.12,24,5.27,1.91,22
vitalidad,vitality,N,8.05,1.25,22,5.4,2.85,20,3.3,1.92,20,3.43,1.72,21,4.86,2.08,22,6.1,1.41,20
viuda,widow,N A,1.55,1.06,22,5.7,2.3,20,6.1,1.04,21,4.85,2.11,20,5.36,1.94,22,4.75,2.12,20
viudo,widower,A N,1.86,1.21,22,5.2,2.26,20,5.77,1.34,22,4.23,1.85,22,5.42,2.02,24,4.55,2.21,20
vivir,to live,V N,8.48,0.85,23,6.41,2.91,22,2.41,1.59,22,2.85,1.14,20,5.64,1.79,22,6.29,0.96,21
vivo,alive,V A N,7.55,1.37,22,4.8,2.55,20,5,2.11,23,4.78,1.93,23,5.23,2.37,22,6.32,1.09,22
volcán,volcano,N,4.17,1.93,24,7,1.84,21,6.59,0.73,22,6.59,0.59,22,6.15,1.27,20,3.9,2.31,20
volumen,volume,N,5.36,1.05,22,5.41,1.99,22,4.05,1.86,21,2.36,1.56,22,5.55,1.57,20,6.36,0.95,22
voluntad,will,N,7.57,1.27,23,4.32,2.53,22,2.35,1.63,20,2.23,1.63,22,4.45,2.18,22,5.45,1.88,20
voluptuosidad,voluptuousness,N,5.23,1.07,22,4.95,1.47,20,3.33,1.74,21,2.86,1.56,21,2.55,2.04,22,2.55,1.34,22
zapato,shoe,N,5.91,1.28,23,3.95,2.09,20,5.95,1.4,22,6.71,1.1,21,6.41,1.33,22,6.73,0.55,22
zurra,spanking,N V,2.81,1.25,21,5.95,1.17,22,4.13,2.03,23,3.91,2.47,23,3.5,2.37,22,2.77,1.72,22
