word_french,translate_word_english,translate_word_german,pos,length,syllables,frequency_films,frequency_books,humans_yes,humans_no,humans_n,human_difficulty,nonhumans_yes,nonhumans_no,nonhumans_n,nonhuman_difficulty,category,concrete_mean,concrete_sd,concrete_n,concrete_difficulty,familiar_mean,familiar_sd,familiar_n,familiar_difficulty,intensity_mean,intensity_sd,intensity_n,intensity_difficulty,temporal_stability_mean,temporal_stability_sd,temporal_stability_n,temporal_stability_difficulty,valence_mean,valence_sd,valence_n,valence_difficulty,visibility_mean,visibility_sd,visibility_n,visibility_difficulty
pierreux,stony,steinig,ADJ,8,2,0,1.62,0,20,20,0,19,1,20,1,uniquely non-human,4.55,1.76,20,0,3.05,2.11,20,2,3.8,1.54,20,2,6.05,0.85,19,1,3.33,0.59,18,1,6.11,0.96,18,1
placide,placid,sanftmütig,ADJ,7,2,0.19,5.2,9,8,17,8,17,3,20,3,preferentially non-human,3.37,1.92,19,1,3.44,2.04,18,2,4.69,1.08,16,4,4.35,1,17,4,3.5,0.97,16,2,3.47,1.64,15,2
plaintif,plaintive,jammernd,ADJ,8,2,0.81,3.31,19,1,20,1,5,15,20,0,preferentially human,3,1.2,19,1,4.65,1.87,20,0,4.1,1.37,20,0,4.1,1.12,20,0,2.1,0.55,20,0,3.45,1.85,20,0
plaisant,pleasant,angenehm,ADJ,8,2,2.11,4.32,20,0,20,0,12,8,20,1,preferentially human,3.7,1.66,20,1,4.95,1.99,20,1,3.45,1.05,20,0,4.2,1.01,20,0,5.84,0.6,19,0,3.7,1.78,20,2
platiné,platinized,platinhaltig,ADJ,7,3,0,0.07,0,20,20,0,19,1,20,0,uniquely non-human,3.45,2.19,20,1,3.3,2.13,20,0,3.75,1.71,20,3,5.11,1.66,19,2,4.59,0.87,17,1,5.71,1.31,17,1
pliable,foldable,faltbar,ADJ,7,2,0.19,0,1,19,20,0,19,1,20,0,uniquely non-human,3.9,1.92,20,0,5,1.78,20,0,2.95,1.19,20,3,5.05,1.76,20,1,4.1,0.91,20,1,5.35,1.57,20,1
poilu,hairy,haarig,ADJ,5,2,1.94,3.04,19,1,20,0,14,6,20,2,preferentially human,4.95,1.57,20,0,5.63,1.21,19,0,3.8,1.06,20,0,5.26,1.24,19,1,3.25,0.97,20,0,6.11,1.15,19,0
poli,polite/polished,höflich/glatt,ADJ,4,2,2.93,9.53,19,1,20,0,5,15,20,1,preferentially human,3.45,1.9,20,0,6.35,0.81,20,0,3.35,1.23,20,0,5.15,1.27,20,0,6.11,0.66,19,0,3,1.92,20,0
pompette,tipsy,beschwippst,ADJ,8,2,1.21,0.41,20,0,20,0,1,19,20,0,uniquely human,4.75,1.59,20,0,4.85,1.81,20,0,3.3,1.3,20,0,2.39,0.7,18,0,3.74,1.19,19,0,5.2,1.24,20,1
ponctuel,punctual,pünktlich,ADJ,8,2,1.82,0.81,20,0,20,0,2,18,20,0,uniquely human,2.58,1.22,19,1,6.2,1.06,20,0,3.55,1.43,20,0,5.39,0.85,18,1,5.85,0.67,20,0,2.16,1.5,19,0
pondéré,well balanced,besonnen,ADJ,7,3,0.03,0.68,9,11,20,0,14,6,20,2,preferentially non-human,2.95,1.47,20,1,4.4,1.9,20,0,2.85,1.18,20,2,4.44,1.42,18,4,4.32,0.75,19,1,3,1.81,20,0
posé,steady,bedächtig,ADJ,4,2,0.73,3.72,18,2,20,0,15,5,20,3,preferentially human,3.1,1.68,20,0,5.9,1.37,20,1,2.75,1.21,20,0,4.58,1.02,19,0,5.25,0.85,20,1,4.1,1.62,20,1
possessif,possessive,besitzergreifend,ADJ,9,3,0.41,0.81,20,0,20,1,0,20,20,0,uniquely human,2.7,1.59,20,0,5.6,1.39,20,0,5,1.15,19,0,5.21,0.92,19,0,2.55,0.69,20,0,3.05,1.9,20,0
potelé,chubby,rundlich,ADJ,6,2,0.33,0.54,17,3,20,1,11,8,19,2,preferentially human,4.1,1.59,20,0,4.55,1.96,20,0,4,1.08,20,2,4.68,1.29,19,0,3,1.03,20,1,5.15,1.95,20,1
poudreux,powdery,pulvrig,ADJ,8,2,0.02,1.62,1,19,20,1,18,2,20,0,uniquely non-human,5.37,1.3,19,0,3.1,1.86,20,1,3.3,1.26,20,1,4.89,1.56,19,2,3.72,0.57,18,2,5.74,1.24,19,1
poussiéreux,dusty,staubig,ADJ,11,3,1.12,8.78,2,18,20,0,20,0,20,0,uniquely non-human,4.65,1.46,20,0,5.2,1.4,20,0,4.15,1.04,20,0,3.9,1.52,20,1,2.35,0.75,20,0,5.8,1.28,20,0
pragmatique,pragmatic,pragmatisch,ADJ,11,3,0.43,0.34,16,4,20,1,10,10,20,1,preferentially human,2.47,1.22,19,0,4.15,1.81,20,0,3.95,1.39,20,0,5.05,1.1,20,2,4.37,1.16,19,2,2.7,1.75,20,1
précautionneux,cautious,vorsichtig,ADJ,14,4,0.04,2.5,18,2,20,2,3,17,20,1,preferentially human,2.8,1.47,20,2,4.25,2.27,20,0,4.11,1.37,19,0,4.8,1.2,20,0,4.85,0.75,20,1,2.6,1.43,20,1
précieux,precious,kostbar,ADJ,8,2,16.13,22.91,14,6,20,0,19,1,20,0,preferentially non-human,3.65,1.6,20,0,5.68,1.34,19,0,4.3,1.26,20,0,5.45,1.15,20,0,5.6,0.99,20,0,4.3,1.84,20,2
préemballé,prepacked,abgepackt,ADJ,10,4,0,0,1,19,20,0,20,0,20,0,uniquely non-human,3.75,2.02,20,0,4.1,2.15,20,0,2.79,0.92,19,3,3.9,1.92,20,3,3.55,1.28,20,2,5.6,1.9,20,0
prêt,ready,bereit,ADJ,4,1,170.23,60.41,19,1,20,0,14,6,20,1,preferentially human,2.95,1.76,20,0,6.05,1.03,19,0,3.05,1.7,20,1,3,1.41,20,0,5.2,0.77,20,1,3,1.86,20,2
prétentieux,pretentious,selbstgefällig,ADJ,11,3,3.37,3.24,20,0,20,0,4,16,20,2,preferentially human,3.3,1.84,20,1,5.3,1.92,20,0,5.21,0.92,19,0,5.37,0.68,19,0,1.8,0.7,20,0,3.7,1.56,20,0
prévenant,considerate,zuvorkommend,ADJ,9,2,0.74,0.74,19,1,20,0,4,16,20,0,preferentially human,2.45,1.47,20,1,5.53,1.35,19,0,3.15,1.23,20,0,4.65,1.35,20,0,5.58,0.77,19,0,2.45,1.15,20,1
prévoyant,preventive,vorsorgend,ADJ,9,3,0.58,0.88,20,0,20,0,1,19,20,0,uniquely human,2.7,1.59,20,2,5.55,1.47,20,1,3.2,1.4,20,0,5.05,1.43,20,0,5.45,0.69,20,0,2.6,1.57,20,2
productif,productive,produktiv,ADJ,9,3,0.89,0.34,20,0,20,1,9,11,20,1,preferentially human,3.05,1.5,20,0,5.3,1.45,20,0,4.1,1.37,20,0,4.5,1.19,20,1,5.75,0.79,20,0,3.15,1.31,20,1
progressiste,progressive,fortschrittlich,ADJ,12,3,0.81,0.68,19,1,20,0,5,15,20,0,preferentially human,2.26,1.15,19,0,4,2,19,0,4.32,1.16,19,0,4.95,1.31,19,0,4.8,0.95,20,0,2.32,1.49,19,3
provocant,provoking,provozierend,ADJ,9,3,0.17,1.76,20,0,20,0,14,6,20,2,preferentially human,3.65,1.73,20,0,5.7,1.42,20,0,4.55,1.39,20,0,3.84,1.38,19,0,2.4,0.75,20,0,4.2,1.88,20,0
prudent,cautious,vorsichtig,ADJ,7,2,23.79,12.43,20,0,20,0,2,18,20,0,uniquely human,2.85,1.31,20,1,5.85,1.31,20,0,3.2,1.28,20,1,5.16,0.76,19,0,5.58,0.9,19,0,2.74,1.33,19,0
publiable,publishable,publizierbar,ADJ,9,3,0.01,0.07,0,20,20,0,19,1,20,0,uniquely non-human,3,1.81,20,1,4.05,1.99,20,0,3.05,1.23,20,3,4.95,1.05,20,1,4.55,0.76,20,1,3.1,1.89,20,3
putride,putrid,faulig,ADJ,7,2,0.74,0.54,2,16,18,4,14,6,20,4,preferentially non-human,4.06,2.15,18,1,3.39,2.06,18,3,5.41,0.8,17,6,4.06,1.21,18,5,1.83,1.2,18,3,4.2,1.9,15,3
pyramidal,pyramidal,pyramidenförmig,ADJ,9,4,0.26,0.34,0,20,20,0,20,0,20,1,uniquely non-human,3.95,1.73,20,0,3.6,2.37,20,0,3.55,1.61,20,4,5.68,1.11,19,2,4.16,0.37,19,1,6.68,0.48,19,0
quadratique,quadratic,quadratisch,ADJ,11,3,0.01,0,0,17,17,6,19,1,20,4,uniquely non-human,2.41,1.28,17,4,1.83,1.2,18,5,4.35,1.22,17,9,5.33,1.35,15,6,3.87,0.35,15,5,4.93,1.71,15,5
qualifié,qualified,qualifiziert/sachkundig,PPADJ,8,3,2.25,1.76,19,1,20,0,9,11,20,1,preferentially human,2.55,1.15,20,0,4.85,2.06,20,0,3.35,1.27,20,0,5.58,0.84,19,0,5.75,0.91,20,0,2.63,1.21,19,1
querelleur,quarrelsome,streitsüchtig,ADJ,10,3,0.14,0.07,18,2,20,2,0,20,20,0,uniquely human,3.15,0.99,20,0,3.65,2.11,20,1,4.45,1.28,20,1,4.65,0.99,20,0,2.15,0.75,20,1,3.4,1.57,20,1
radin,stingy,knausrig,ADJ,5,2,2.69,1.28,20,0,20,0,0,20,20,0,uniquely human,2.68,1.29,19,1,5.37,1.8,19,0,5.05,0.83,20,0,5.25,1.16,20,0,1.75,0.64,20,0,2.7,1.49,20,0
raisonnable,reasonable,vernünftig,ADJ,11,3,25.04,19.39,20,0,20,0,6,14,20,0,preferentially human,2.95,1.67,20,0,5.3,1.81,20,1,3.2,1.24,20,0,4.65,0.93,20,0,5.42,0.9,19,0,2.5,1.38,18,2
rancunier,resentful,nachtragend,ADJ,9,3,1.09,1.01,20,0,20,0,1,19,20,0,uniquely human,3.2,1.94,20,1,5.55,1.15,20,0,4.65,0.88,20,0,5.1,1.29,20,0,1.95,0.69,20,0,2.4,1.43,20,0
rapace,grabby,raffgierig,ADJ,6,2,0.86,0.47,8,12,20,0,7,13,20,4,both,3.85,1.98,20,0,4.2,2.14,20,0,4.6,1.67,20,2,5.4,1.19,20,1,2.65,1.09,20,2,5.1,1.86,20,0
rasé,shaven,rassiert,PPADJ,4,2,missing,entry,19,1,20,0,11,9,20,2,preferentially human,4.4,1.57,20,0,4.95,2.06,20,0,3.05,1.22,19,0,3.55,1.76,20,0,3.95,0.71,19,2,6.1,1.02,20,0
rassuré,reassured,beruhigt,PPADJ,7,3,missing,entry,19,1,20,0,1,19,20,0,uniquely human,3,1.65,20,1,5.8,1.54,20,0,3.65,1.39,20,0,3.5,1.05,20,0,5.4,0.6,20,0,3.7,1.75,20,0
rationnel,rational,rational,ADJ,9,3,1.26,1.08,19,1,20,0,7,13,20,1,preferentially human,3.05,1.73,20,0,5.15,1.79,20,0,3.47,0.7,19,1,5.37,0.96,19,1,5.05,0.83,20,0,2.21,1.44,19,0
ravi,delighted,entzückt,PPADJ,4,2,1.39,4.19,20,0,20,0,5,15,20,0,preferentially human,3.85,1.53,20,0,5.9,1.07,20,0,3.75,1.41,20,0,3.25,1.37,20,0,5.95,0.76,20,0,4.5,1.47,20,0
réaliste,realistic,realistisch,ADJ,8,3,5.54,3.92,20,0,20,0,12,8,20,1,preferentially human,3,1.49,20,0,5.95,1.47,19,0,3.45,1.47,20,0,5.58,0.96,19,1,5.16,0.6,19,1,2.55,1.79,20,0
rebelle,revellious,rebellisch,ADJ,7,2,3.73,2.77,20,0,20,0,6,14,20,2,preferentially human,3.2,1.64,20,0,5.3,1.69,20,0,5.15,1.31,20,0,3.95,1.47,20,0,2.84,0.69,19,0,4.3,1.66,20,0
recherché,sought-after,gefragt/begehrt,ADJ,9,3,1.77,1.01,12,8,20,0,17,3,20,1,preferentially non-human,2.95,1.64,20,2,5.6,1.67,20,1,3.35,1.23,20,0,4.4,1.27,20,1,5.1,0.85,20,1,2.6,1.57,20,3
réconfortant,comforting,herzerwärmend,ADJ,12,4,1.62,2.91,19,1,20,0,16,4,20,3,preferentially human,3.55,1.88,20,2,5.5,1.1,20,0,3.45,1.28,20,0,4.05,1.15,20,0,5.85,0.81,20,0,2.8,1.51,20,1
reconnaissant,grateful,dankbar,ADJ,13,4,10.32,5.41,20,0,20,0,1,19,20,0,uniquely human,2.85,1.5,20,1,5.6,1.47,20,0,3.55,1.43,20,0,4.45,1.54,20,1,5.55,0.76,20,0,3.1,1.45,20,1
rectangulaire,rectangular,rechteckig,ADJ,13,4,0.09,5.14,0,20,20,1,20,0,20,0,uniquely non-human,4.55,1.61,20,1,4.5,2.26,20,0,3.6,1.47,20,2,6.26,0.93,19,1,3.68,0.75,19,2,6.79,0.54,19,0
recueilli,contemplative,andächtig,PPADJ,9,3,0.02,1.15,8,12,20,1,11,9,20,3,preferentially non-human,2.8,1.85,20,0,4.65,2.11,20,0,3.1,1.37,20,1,4,1.56,20,1,4.9,0.79,20,0,3.05,1.76,20,0
récupérable,recoverable,wiederverwertbar,ADJ,11,4,0.14,0.61,4,16,20,0,19,1,20,0,preferentially non-human,2.47,1.26,19,2,4.8,1.64,20,0,3.1,1.17,20,0,4.9,0.79,20,0,4.89,0.81,19,1,3.1,1.55,20,0
redevable,indebted,zu Dank verpflichtet,ADJ,9,2,3.46,0.74,17,3,20,0,1,19,20,1,preferentially human,2.6,1.1,20,1,4.7,1.84,20,1,3.5,1.1,20,0,4.2,1.51,20,1,4.3,1.08,20,0,1.58,1.07,19,1
réduit,reduced,reduziert,PPADJ,6,2,1.42,4.8,1,19,20,0,18,2,20,0,uniquely non-human,2.95,1.64,20,0,5,1.49,20,1,3.3,1.22,20,0,5,1.03,20,2,3,0.65,20,1,4,1.84,20,2
réfléchi,thoughtful,besonnen,PPADJ,8,3,1.05,2.64,20,0,20,0,7,13,20,1,preferentially human,3.1,1.21,20,0,5.8,1.11,20,0,3.7,1.22,20,0,5,1.11,19,0,5.45,0.69,20,0,2.79,1.27,19,0
réfléchissant,reflective,reflektierend,ADJ,13,4,0.63,0.54,14,6,20,0,11,9,20,0,preferentially human,3.5,1.7,20,0,5.25,1.71,20,1,3.16,1.07,19,0,4.1,1.48,20,1,5.25,0.91,20,1,4.65,1.79,20,0
réfractaire,insubordinate/(heat) resistant,ungehorsam/(wärme) beständig,ADJ,11,3,0.15,1.28,13,7,20,0,15,5,20,2,both,2.9,1.74,20,1,4.32,1.7,19,0,4.75,1.16,20,1,4.28,1.56,18,1,2.83,0.62,18,2,2.68,1.42,19,2
réjoui,delighted,vergnügt,PPADJ,6,2,0.23,1.49,19,1,20,0,2,18,20,0,uniquely human,3.6,1.79,20,0,4.9,1.62,20,0,4.05,1.32,20,0,3,1.26,20,0,5.9,0.55,20,0,4.7,1.42,20,0
relaxe,relaxed,ungezwungen,ADJ,6,2,1.04,0,19,1,20,0,6,14,20,0,preferentially human,3.8,1.51,20,1,4.9,1.65,20,0,3.11,1.2,19,0,4,1.65,20,0,5.5,1.05,20,0,4.35,1.53,20,0
relevable,vertically adjustable,hochklappbar,ADJ,9,2,0,0.07,2,18,20,0,16,4,20,0,preferentially non-human,2.5,1.32,20,2,4.05,1.88,20,0,3.05,0.89,20,0,4.53,1.12,19,3,4.15,0.88,20,0,3.29,2.39,17,3
religieux,religious,religiös,ADJ,9,3,8.51,9.05,17,3,20,1,16,4,20,2,both,3.3,1.53,20,1,5.05,2.01,19,0,3.45,1.43,20,1,5.61,0.78,18,1,4.1,0.97,20,0,3.2,1.74,20,0
reluisant,shiny,blitzblank,ADJ,9,3,0.14,0.81,3,17,20,0,20,0,20,0,preferentially non-human,4.35,1.87,20,0,3.58,2.06,19,2,3.95,1,20,2,4.37,1.21,19,1,4.61,0.85,18,0,5.3,1.38,20,0
reposé,rested,ausgeruht,PPADJ,6,3,0.23,1.42,20,0,20,0,7,13,20,1,preferentially human,3,1.25,19,0,5.4,1.6,20,0,3.1,1.41,20,0,3.5,1.5,20,0,5.16,0.5,19,0,3.95,1.36,20,1
réprobateur,reproving,vorwurfsvoll,ADJ,11,4,0,1.82,16,4,20,2,5,15,20,1,preferentially human,3,1.62,20,1,4.32,1.92,19,0,4.42,1.3,19,2,3.83,0.51,18,2,2.89,0.83,18,2,3.35,1.31,20,1
réservé,reserved,zurückhaltend,ADJ,7,3,1.84,3.85,20,0,20,0,8,12,20,3,preferentially human,3,1.62,20,2,5.68,1.45,19,0,3.7,1.45,20,0,5.21,0.85,19,2,3.4,1.05,20,0,3.3,1.75,20,0
résineux,resinous,harzig,ADJ,8,3,0.11,0.14,3,17,20,1,20,0,20,0,preferentially non-human,4.5,1.76,20,1,3.05,2.09,20,0,3.9,1.33,20,5,5.21,1.32,19,3,3.06,1.11,18,3,4.85,1.93,20,0
résolu,resolute,entschlossen,PPADJ,6,3,1.76,4.53,11,9,20,1,12,8,20,1,both,2.37,1.34,19,0,5.15,1.73,20,0,4.2,1.15,20,0,5.63,1.01,19,1,4.89,1.2,19,2,2.7,1.56,20,1
respectable,respectable,ehrwürdig,ADJ,11,3,5.73,5.2,20,0,20,0,8,12,20,0,preferentially human,2.6,1.43,20,1,5.95,1.28,20,0,3.35,1.39,20,0,5.25,0.97,20,1,6.11,0.57,19,0,2.8,1.51,20,0
respectueux,respectful,respektvoll,ADJ,11,3,3.47,5.41,20,0,20,0,6,14,20,1,preferentially human,3.1,1.83,20,1,5.95,1.19,20,0,3.6,1.39,20,0,5,1.21,20,0,6.32,0.58,19,0,3.1,1.45,20,0
resplendissant,shining,glänzend/strahlend,ADJ,14,4,0.3,0.41,18,2,20,0,17,3,20,1,both,4.75,1.94,20,1,4.8,1.79,20,0,5.35,1.42,20,0,4.2,1.28,20,0,6.2,0.89,20,0,5.75,1.33,20,0
responsable,responsible,verantwortungsbewusst,ADJ,11,3,40.66,17.43,20,0,20,0,4,16,20,0,preferentially human,3.2,1.74,20,1,6,1.3,20,0,4.05,1.61,20,0,5.21,1.08,19,0,5.84,0.9,19,0,2.47,1.35,19,0
retardé,delayed,zurückgeblieben/aufgehalten,PPADJ,7,3,0.81,0.41,20,0,20,0,10,10,20,0,preferentially human,2.65,1.81,20,1,5.05,1.9,20,0,4.58,1.12,19,0,4.6,1.85,20,1,2.11,0.46,19,0,3.75,1.83,20,1
réticent,reluctant,zögernd,ADJ,8,3,0.9,1.62,20,0,20,0,2,18,20,0,uniquely human,2.75,1.41,20,0,4.65,1.79,20,0,4.15,1.14,20,0,3.72,1.36,18,0,2.79,0.54,19,1,3.4,1.5,20,0
rétif,restive,widerspenstig,ADJ,5,2,0.04,1.62,2,14,16,8,12,7,19,11,preferentially non-human,2.69,1.35,16,0,2.56,1.38,18,7,4,1.15,16,6,4.13,0.74,15,7,3.31,0.75,13,6,3.27,1.79,11,8
retiré,withdrawn,zurückgezogen,PPADJ,6,3,0.7,0.81,10,10,20,2,12,8,20,1,both,2.9,1.8,20,1,4.25,1.77,20,0,3.25,1.45,20,0,3.85,1.35,20,2,3.1,0.85,20,0,2.84,1.74,19,4
rétréci,shrunk,eingelaufen,PPADJ,7,3,0.04,0.61,3,17,20,0,19,1,20,0,preferentially non-human,3.35,2.13,20,0,4.55,2.01,20,0,3.32,0.82,19,2,5.15,1.39,20,1,3,0.58,19,1,5.25,1.21,20,0
réutilisable,reusable,wiederverwendbar,ADJ,12,4,0,0,1,19,20,0,20,0,20,0,uniquely non-human,3.3,2,20,0,5.7,1.56,20,0,2.4,1.05,20,1,5.68,1.06,19,1,5.74,0.45,19,0,3,1.86,20,0
revêche,sour-tempered,barsch,ADJ,7,2,0.23,1.35,9,8,17,3,9,11,20,3,both,2.83,1.25,18,3,3.45,2.11,20,1,4.24,0.97,17,5,4.11,0.9,18,0,2.82,0.95,17,2,3,1.67,16,3
réversible,reversible,umkehrbar,ADJ,10,3,0.17,0.47,4,16,20,0,20,0,20,0,preferentially non-human,2.65,1.6,20,1,4.7,2.18,20,0,3.6,1.14,20,1,4,2.13,20,0,4.79,0.63,19,1,2.7,1.63,20,0
rêveur,dreamy,verträumt,ADJ,6,2,0.96,8.38,20,0,20,0,0,20,20,0,uniquely human,3.75,1.71,20,0,5.7,1.53,20,0,3.35,1.27,20,0,4.2,1.4,20,0,4.95,0.89,20,0,3.85,1.35,20,0
révolté,rebellious,auflehnend,PPADJ,7,3,0.12,1.28,20,0,20,0,1,19,20,0,uniquely human,3.8,1.61,20,0,5.35,1.93,20,0,5.5,1,20,0,3.4,1.14,20,0,2.84,0.69,19,0,4.2,1.4,20,0
ricaneur,sneering,höhnisch,ADJ,8,3,0,0.2,19,1,20,0,1,19,20,0,uniquely human,3.85,1.5,20,0,4.1,1.86,20,0,4.45,1.32,20,0,3.55,1.28,20,0,2.53,0.7,19,0,4.15,1.63,20,0
riche,rich,reich,ADJ,5,1,54.28,42.57,20,0,20,0,16,4,20,3,preferentially human,3.7,1.56,20,1,5.95,1.18,19,0,4.58,1.12,19,0,4.85,1.04,20,1,5.11,0.94,19,0,4.4,1.6,20,0
ridé,wrinkled,faltig,PPADJ,4,2,0.45,2.77,20,0,20,0,15,5,20,3,preferentially human,4.2,1.67,20,0,4.9,1.65,20,0,4.4,1.47,20,1,5.85,0.93,20,0,2.85,0.81,20,0,6.53,0.51,19,0
rieur,laughing,lachend,ADJ,5,1,0.41,2.84,20,0,20,0,4,16,20,0,preferentially human,4.15,2.01,20,0,5,1.86,20,0,3.85,1.14,20,0,4.15,1.53,20,0,5.6,1.14,20,0,4.75,1.48,20,0
rigolard,joking,lustig,ADJ,8,3,0.01,1.69,20,0,20,1,2,18,20,0,uniquely human,3.8,1.61,20,0,4.1,2.17,20,1,3.8,1.4,20,0,4.65,1.27,20,0,5.15,1.31,20,0,3.75,1.62,20,0
rigolo,funny,spassig,ADJ,6,3,5,2.64,20,0,20,0,14,6,20,1,preferentially human,4.1,1.83,20,0,5.4,1.96,20,0,3.15,1.35,20,0,4.4,1.39,20,0,5.79,0.85,19,0,3.55,1.32,20,0
rocheux,rocky,felsig,ADJ,7,2,0.16,4.66,2,18,20,0,20,0,20,0,uniquely non-human,4.6,1.79,20,0,4.1,2.27,20,0,4,1.56,20,4,6.21,0.92,19,1,3.55,0.76,20,1,5.95,1.22,19,0
romantique,romantic,romantisch,ADJ,10,3,20.58,7.64,19,1,20,0,11,9,20,1,preferentially human,3.95,1.67,20,0,5.95,1.47,19,0,4.2,1.32,20,0,5.2,0.95,20,0,5.8,0.7,20,0,3.1,1.55,20,0
rondelet,chubby,rundlich,ADJ,8,2,0.06,0.54,17,2,19,3,11,9,20,1,preferentially human,4.45,1.82,20,0,3.63,1.95,19,0,3.45,1.32,20,0,5.2,1.06,20,1,3.05,1.1,20,0,6,1,19,0
roublard,sly,durchtrieben,ADJ,8,2,0.07,0.54,17,1,18,2,4,16,20,4,preferentially human,2.84,1.26,19,2,3.11,2.08,19,1,4.63,1.12,19,1,4.88,1.36,17,1,2.58,0.9,19,3,3.19,1.97,16,4
roulant,rolling,rollend,ADJ,7,2,4.84,6.69,2,18,20,1,20,0,20,1,uniquely non-human,3.35,1.6,20,0,4.85,1.73,20,0,2.89,0.94,19,4,4.6,1.35,20,1,4.17,0.62,18,4,5.05,1.73,20,0
rouquin,ginger,rothaarig,ADJ,7,2,0.3,1.62,20,0,20,0,5,15,20,2,preferentially human,4.4,1.93,20,0,4.8,2.38,20,0,3.85,1.6,20,2,6.25,0.85,20,0,3.3,1.08,20,1,6.45,1,20,0
roux,red,rothaarig,ADJ,4,1,3.66,20.68,20,0,20,0,11,9,20,4,preferentially human,4.85,2.13,20,0,5.2,1.94,20,1,3.95,1.47,20,1,6.26,1.1,19,0,3.85,0.59,20,0,6.83,0.38,18,0
rusé,cunning,listig,ADJ,4,2,2.46,2.77,20,0,20,0,4,16,20,0,preferentially human,3.65,1.69,20,0,5.1,1.59,20,0,4.74,0.73,19,0,5.37,0.96,19,0,4.95,1.47,20,0,2.9,1.83,20,1
sableux,sandy,sandhaltig,ADJ,7,2,0.03,0.47,0,20,20,0,19,1,20,0,uniquely non-human,4.95,1.67,20,0,3.1,2.25,20,0,3.26,1.15,19,3,5.1,1.45,20,1,3.89,0.68,18,2,5.63,1.34,19,1
sablonneux,sandy,sandig,ADJ,10,3,0.03,1.76,1,19,20,0,20,0,20,0,uniquely non-human,5.1,1.33,20,0,3.25,2.2,20,0,3.6,1.43,20,4,5.1,1.45,20,1,3.63,1.07,19,3,5.05,1.67,20,0
sadique,sadistic,sadistisch,ADJ,7,2,1.64,2.5,20,0,20,0,5,15,20,0,preferentially human,3.11,1.15,19,0,4.85,1.66,20,0,6.1,0.72,20,0,5.05,1.23,20,0,1.21,0.42,19,0,3.55,1.96,20,1
sage,wise,weise,ADJ,4,1,31.93,23.45,20,0,20,0,7,13,20,2,preferentially human,3.4,1.57,20,0,5.6,1.76,20,0,3.25,1.29,20,0,5.3,0.98,20,0,5.55,0.89,20,0,3.26,1.73,19,1
saisi,confiscated,gepfändet,PPADJ,5,2,0.36,2.16,16,4,20,0,12,8,20,3,preferentially human,3.3,1.78,20,1,4.95,1.73,20,0,4.4,1.57,20,1,2.28,1.02,18,1,3.11,0.81,19,1,3.65,1.69,20,3
salé,salty,gesalzen,ADJ,4,2,1.29,3.38,0,20,20,0,18,2,20,0,uniquely non-human,6.16,0.9,19,0,5.68,1.38,19,0,3.8,1.28,20,0,5.58,1.26,19,1,3.7,0.92,20,0,3.1,1.97,20,0
satiné,satin,satiniert,ADJ,6,3,0.03,0.2,3,17,20,1,20,0,20,0,preferentially non-human,3.75,1.55,20,0,3.84,2.01,19,2,3.5,1.47,20,3,5.33,1.33,18,3,4.76,0.83,17,1,5.58,1.39,19,1
satisfait,satisfied,zufrieden,ADJ,9,3,4.42,10.41,19,1,20,0,1,19,20,0,uniquely human,3.25,1.74,20,1,5.7,1.38,20,0,3.05,1.28,20,0,3.5,1.19,20,0,5.47,0.77,19,0,3.45,1.64,20,1
sautillant,skipping,hüpfend,ADJ,10,3,0.02,0.81,16,4,20,0,12,8,20,1,preferentially human,3.7,1.89,20,0,4.15,1.73,20,1,3.85,1.53,20,0,2.35,1.04,20,0,4.8,0.77,20,1,5.1,1.71,20,0
savoureux,tasty,schmackhaft,ADJ,9,3,1.08,4.39,1,19,20,0,18,2,20,0,uniquely non-human,5.35,1.79,20,0,5.5,1.57,20,1,4.35,1.31,20,0,4.55,1.05,20,1,6.4,0.6,20,0,3.45,1.88,20,1
scintillant,glittering,schimmernd,ADJ,11,3,0.35,1.28,3,17,20,0,19,1,20,0,preferentially non-human,4.6,1.9,20,0,4.1,1.94,20,0,4.35,0.99,20,0,3.85,1.42,20,1,5.65,0.88,20,0,6.16,1.07,19,0
sécable,divisible,teilbar/schneidbar,ADJ,7,2,0,0,1,15,16,8,17,3,20,1,preferentially non-human,2.61,1.2,18,1,3.05,1.78,19,3,3.56,1.42,18,4,4.22,1.77,18,4,3.63,1.09,16,4,3.82,1.6,11,8
sectaire,sectarian,sektiererisch,ADJ,8,2,0.22,0.34,13,6,19,3,10,10,20,1,preferentially human,2.32,1.11,19,2,3.85,2.23,20,0,5.61,0.92,18,0,4.61,1.24,18,4,2.44,1.1,18,2,3.1,1.97,20,1
séduisant,seductive,verführerisch,ADJ,9,3,4.68,3.85,20,0,20,0,11,9,20,1,preferentially human,4.75,1.86,20,0,6.2,0.89,20,0,3.85,1.18,20,0,4.65,1.23,20,0,6.15,0.59,20,0,5.37,0.96,19,0
séduit,seduced,verführt,PPADJ,6,2,0.37,1.15,18,2,20,0,3,17,20,1,preferentially human,3.75,1.55,20,0,5.79,1.13,19,0,3.85,1.23,20,0,3.89,0.94,19,0,5.5,0.61,20,0,3.35,1.42,20,1
sénile,senile,senil,ADJ,6,2,1.94,1.49,18,1,19,1,3,17,20,1,preferentially human,3.1,1.77,20,1,4.26,2.02,19,1,5.15,1.18,20,1,6,0.94,19,0,2.25,0.72,20,1,3.7,1.95,20,0
